"","PMID","Title","Authors","Citation","First.Author","Journal.Book","Publication.Year","Create.Date","PMCID","NIHMS.ID","DOI"
"70",37841872,"An R package for Survival-based Gene Set Enrichment Analysis","Deng X, Thompson JA.","Res Sq [Preprint]. 2023 Sep 26:rs.3.rs-3367968. doi: 10.21203/rs.3.rs-3367968/v1.","Deng X","Res Sq",2023,"2023/10/16","PMC10571627","","10.21203/rs.3.rs-3367968/v1"
"71",37806842,"Clinical and Functional Analyses of an African-ancestry Gain-of-function HOXB13 Variant Implicated in Aggressive Prostate Cancer","Kanayama M, Chen Y, Rabizadeh D, Vera L, Lu C, Nielsen SM, Russell EM, Esplin ED, Wang H, Isaacs WB, Antonarakis ES, Luo J.","Eur Urol Oncol. 2024 Aug;7(4):751-759. doi: 10.1016/j.euo.2023.09.012. Epub 2023 Oct 6.","Kanayama M","Eur Urol Oncol",2024,"2023/10/08","","","10.1016/j.euo.2023.09.012"
"72",36820595,"Identification of potential biomarkers for colorectal cancer by clinical database analysis and Kaplan-Meier curves analysis","Li C, Gao Y, Lu C, Guo M.","Medicine (Baltimore). 2023 Feb 10;102(6):e32877. doi: 10.1097/MD.0000000000032877.","Li C","Medicine (Baltimore)",2023,"2023/02/23","PMC9907961","","10.1097/MD.0000000000032877"
"73",37352032,"Analysis of the characteristics of immune infiltration in endometrial carcinoma and its relationship with prognosis based on bioinformatics","Lin Y, Liu S, Lin C, Lin P, Teng Z, Zhu G.","Medicine (Baltimore). 2023 Jun 23;102(25):e34156. doi: 10.1097/MD.0000000000034156.","Lin Y","Medicine (Baltimore)",2023,"2023/06/23","PMC10289749","","10.1097/MD.0000000000034156"
"74",38137993,"Transcriptome Analysis Reveals the Involvement of Mitophagy and Peroxisome in the Resistance to QoIs in Corynespora cassiicola","Sun B, Zhou R, Zhu G, Xie X, Chai A, Li L, Fan T, Li B, Shi Y.","Microorganisms. 2023 Nov 23;11(12):2849. doi: 10.3390/microorganisms11122849.","Sun B","Microorganisms",2023,"2023/12/23","PMC10745780","","10.3390/microorganisms11122849"
"75",37351287,"Transcriptome-wide association study reveals novel susceptibility genes for coronary atherosclerosis","Zhao Q, Liu R, Chen H, Yang X, Dong J, Bai M, Lu Y, Leng Y.","Front Cardiovasc Med. 2023 Jun 7;10:1149113. doi: 10.3389/fcvm.2023.1149113. eCollection 2023.","Zhao Q","Front Cardiovasc Med",2023,"2023/06/23","PMC10282549","","10.3389/fcvm.2023.1149113"
"76",36761005,"Comparative proteomic analysis of the mitochondria of menstrual stem cells and ovarian cancer cells","Chen X, Zhong W, Chang Y, Song T, Liu B, Kong X, Kong Q.","Exp Ther Med. 2023 Jan 16;25(2):99. doi: 10.3892/etm.2023.11798. eCollection 2023 Feb.","Chen X","Exp Ther Med",2023,"2023/02/10","PMC9893228","","10.3892/etm.2023.11798"
"77",36937804,"Analysis of Communal Molecular Mechanism Between Chronic Obstructive Pulmonary Disease and Osteoporosis","Nie H, Wang F, Zeng X, Bao H, Liu X.","Int J Chron Obstruct Pulmon Dis. 2023 Mar 11;18:259-271. doi: 10.2147/COPD.S395492. eCollection 2023.","Nie H","Int J Chron Obstruct Pulmon Dis",2023,"2023/03/20","PMC10017835","","10.2147/COPD.S395492"
"78",36690856,"Selective enrichment, identification, and isolation of diclofenac, ibuprofen, and carbamazepine degrading bacteria from a groundwater biofilm","Pápai M, Benedek T, Táncsics A, Bornemann TLV, Plewka J, Probst AJ, Hussein D, Maróti G, Menashe O, Kriszt B.","Environ Sci Pollut Res Int. 2023 Mar;30(15):44518-44535. doi: 10.1007/s11356-022-24975-6. Epub 2023 Jan 24.","Pápai M","Environ Sci Pollut Res Int",2023,"2023/01/23","PMC10076411","","10.1007/s11356-022-24975-6"
"79",37254181,"RNA sequencing and bioinformatics analysis of differentially expressed genes in the peripheral serum of ankylosing spondylitis patients","Bie Y, Zheng X, Chen X, Liu X, Wang L, Sun Y, Kou J.","J Orthop Surg Res. 2023 May 30;18(1):394. doi: 10.1186/s13018-023-03871-w.","Bie Y","J Orthop Surg Res",2023,"2023/05/30","PMC10228101","","10.1186/s13018-023-03871-w"
"80",37193965,"Screening and identification of key chromatin regulator biomarkers for ankylosing spondylitis and drug prediction: evidence from bioinformatics analysis","Wang H, Jin H, Liu Z, Tan C, Wei L, Fu M, Huang Y.","BMC Musculoskelet Disord. 2023 May 16;24(1):389. doi: 10.1186/s12891-023-06490-y.","Wang H","BMC Musculoskelet Disord",2023,"2023/05/16","PMC10186804","","10.1186/s12891-023-06490-y"
"81",37103123,"Interaction Analysis of lncRNA and mRNA Based on the Full-Length Transcriptome of the Nymph-to-Adult Developmental Transition of Sogatella furcifera","Jia Z, Yang X, Yang H, Dai R, Zeng Q, Jin D.","Insects. 2023 Mar 23;14(4):308. doi: 10.3390/insects14040308.","Jia Z","Insects",2023,"2023/04/27","PMC10141146","","10.3390/insects14040308"
"82",36969388,"Construction and analysis of protein-protein interaction networks based on nuclear proteomics data of the desiccation-tolerant Xerophyta schlechteri leaves subjected to dehydration stress","Shoko R, Magogo B, Pullen J, Mudziwapasi R, Ndlovu J.","Commun Integr Biol. 2023 Mar 22;16(1):2193000. doi: 10.1080/19420889.2023.2193000. eCollection 2023.","Shoko R","Commun Integr Biol",2023,"2023/03/27","PMC10038031","","10.1080/19420889.2023.2193000"
"83",36761895,"Multiplexed target enrichment of coding and non-coding transcriptomes enables studying Candida spp. infections from human derived samples","Hovhannisyan H, Rodríguez A, Saus E, Vaneechoutte M, Gabaldón T.","Front Cell Infect Microbiol. 2023 Jan 24;13:1093178. doi: 10.3389/fcimb.2023.1093178. eCollection 2023.","Hovhannisyan H","Front Cell Infect Microbiol",2023,"2023/02/10","PMC9902369","","10.3389/fcimb.2023.1093178"
"84",36607393,"Thiol-ene-based microfluidic chips for glycopeptide enrichment and online digestion of inflammation-related proteins osteopontin and immunoglobulin G","Zhou Y, Jönsson A, Sticker D, Zhou G, Yuan Z, Kutter JP, Emmer Å.","Anal Bioanal Chem. 2023 Mar;415(6):1173-1185. doi: 10.1007/s00216-022-04498-2. Epub 2023 Jan 6.","Zhou Y","Anal Bioanal Chem",2023,"2023/01/06","PMC9817458","","10.1007/s00216-022-04498-2"
"85",36930228,"Enrichment of self-domestication and neural crest function loci in the heritability of neurodevelopmental disorders","Koller D, Benítez-Burraco A, Polimanti R.","Hum Genet. 2023 Aug;142(8):1271-1279. doi: 10.1007/s00439-023-02541-5. Epub 2023 Mar 17.","Koller D","Hum Genet",2023,"2023/03/17","PMC10472204","NIHMS1927365","10.1007/s00439-023-02541-5"
"86",37175066,"Phenolic, Headspace and Sensory Profile, and Antioxidant Capacity of Fruit Juice Enriched with Salvia officinalis L. and Thymus serpyllum L. Extract: A Potential for a Novel Herbal-Based Functional Beverages","Maleš I, Dobrinčić A, Zorić Z, Vladimir-Knežević S, Elez Garofulić I, Repajić M, Skroza D, Jerković I, Dragović-Uzelac V.","Molecules. 2023 Apr 22;28(9):3656. doi: 10.3390/molecules28093656.","Maleš I","Molecules",2023,"2023/05/13","PMC10180401","","10.3390/molecules28093656"
"87",36685898,"Identification of the diagnostic genes and immune cell infiltration characteristics of gastric cancer using bioinformatics analysis and machine learning","Xie R, Liu L, Lu X, He C, Li G.","Front Genet. 2023 Jan 4;13:1067524. doi: 10.3389/fgene.2022.1067524. eCollection 2022.","Xie R","Front Genet",2023,"2023/01/23","PMC9845288","","10.3389/fgene.2022.1067524"
"88",36851918,"Identification of MKNK1 and TOP3A as ovarian endometriosis risk-associated genes using integrative genomic analyses and functional experiments","Huang Y, Luo J, Zhang Y, Zhang T, Fei X, Chen L, Zhu Y, Li S, Zhou C, Xu K, Ma Y, Lin J, Zhou J.","Comput Struct Biotechnol J. 2023 Feb 5;21:1510-1522. doi: 10.1016/j.csbj.2023.02.001. eCollection 2023.","Huang Y","Comput Struct Biotechnol J",2023,"2023/02/28","PMC9957794","","10.1016/j.csbj.2023.02.001"
"89",38235358,"Metagenomic shotgun sequencing reveals the enrichment of Salmonella and Mycobacterium in larynx due to prolonged ethanol exposure","Huang HY, Li FR, Zhang YF, Lau HC, Hsueh CY, Zhou L, Zhang M.","Comput Struct Biotechnol J. 2023 Dec 24;23:396-405. doi: 10.1016/j.csbj.2023.12.022. eCollection 2024 Dec.","Huang HY","Comput Struct Biotechnol J",2023,"2024/01/18","PMC10792199","","10.1016/j.csbj.2023.12.022"
"90",36819522,"Bioinformatics analysis of differentially expressed genes in diabetic foot ulcer and preliminary experimental verification","Miao F, Li X, Wang C, Yuan H, Wu Z.","Ann Transl Med. 2023 Jan 31;11(2):89. doi: 10.21037/atm-22-6437.","Miao F","Ann Transl Med",2023,"2023/02/23","PMC9929774","","10.21037/atm-22-6437"
"91",37502906,"Analysis of small EV proteomes reveals unique functional protein networks regulated by VAP-A","Barman B, Ramirez M, Dawson TR, Liu Q, Weaver AM.","bioRxiv [Preprint]. 2023 Jul 19:2023.07.18.549588. doi: 10.1101/2023.07.18.549588.","Barman B","bioRxiv",2023,"2023/07/28","PMC10370063","","10.1101/2023.07.18.549588"
"92",36864526,"Landscape analysis of m6A modification regulators related biological functions and immune characteristics in myasthenia gravis","Li S, Liu H, Ruan Z, Guo R, Sun C, Tang Y, Huang X, Gao T, Hao S, Li H, Song N, Su Y, Ning F, Li Z, Chang T.","J Transl Med. 2023 Mar 2;21(1):166. doi: 10.1186/s12967-023-03947-5.","Li S","J Transl Med",2023,"2023/03/02","PMC9983271","","10.1186/s12967-023-03947-5"
"93",36723760,"Systematic approach to identify therapeutic targets and functional pathways for the cervical cancer","Hasan MT, Islam MR, Islam MR, Altahan BR, Ahmed K, Bui FM, Azam S, Moni MA.","J Genet Eng Biotechnol. 2023 Feb 1;21(1):10. doi: 10.1186/s43141-023-00469-x.","Hasan MT","J Genet Eng Biotechnol",2023,"2023/02/01","PMC9892376","","10.1186/s43141-023-00469-x"
"94",38107664,"Genomic insights and prognostic significance of novel biomarkers in pancreatic ductal adenocarcinoma: A comprehensive analysis","Chen Y, Huang A, Bi Y, Wei W, Huang Y, Ye Y.","Biochem Biophys Rep. 2023 Nov 25;37:101580. doi: 10.1016/j.bbrep.2023.101580. eCollection 2024 Mar.","Chen Y","Biochem Biophys Rep",2023,"2023/12/18","PMC10724495","","10.1016/j.bbrep.2023.101580"
"95",37563692,"CIS deletion by CRISPR/Cas9 enhances human primary natural killer cell functions against allogeneic glioblastoma","Nakazawa T, Morimoto T, Maeoka R, Matsuda R, Nakamura M, Nishimura F, Ouji N, Yamada S, Nakagawa I, Park YS, Ito T, Nakase H, Tsujimura T.","J Exp Clin Cancer Res. 2023 Aug 10;42(1):205. doi: 10.1186/s13046-023-02770-6.","Nakazawa T","J Exp Clin Cancer Res",2023,"2023/08/10","PMC10413513","","10.1186/s13046-023-02770-6"
"96",37371507,"RNA-Seq Analysis of Aboveground and Underground Parts of Biomass Sorghum Was Performed to Evaluate Its Suitability for Environmental Remediation","Zhou T, Ling D, He Q, Wang P, Zhu J.","Biomolecules. 2023 May 31;13(6):925. doi: 10.3390/biom13060925.","Zhou T","Biomolecules",2023,"2023/06/28","PMC10295823","","10.3390/biom13060925"
"97",37405226,"Bioinformatics Analysis of Immune Infiltration In Endometrial Carcinoma Tumors and its Relationship With Prognosis","Lin Y, Liu S, Bian L, Lin C, Lin P, Teng Z, Hoffman RM, Zhu G, Zhang B.","Cancer Diagn Progn. 2023 Jul 3;3(4):416-427. doi: 10.21873/cdp.10234. eCollection 2023 Jul-Aug.","Lin Y","Cancer Diagn Progn",2023,"2023/07/05","PMC10316055","","10.21873/cdp.10234"
"98",37969372,"A new prognostic model for glioblastoma multiforme based on coagulation-related genes","Zhou M, Deng Y, Fu Y, Liang R, Liu Y, Liao Q.","Transl Cancer Res. 2023 Oct 31;12(10):2898-2910. doi: 10.21037/tcr-23-322. Epub 2023 Oct 10.","Zhou M","Transl Cancer Res",2023,"2023/11/16","PMC10643966","","10.21037/tcr-23-322"
"99",37773866,"Pathogenic mechanisms and potential therapeutic targets for Parkinson disease revealed by bioinformatic analysis of necroptosis and immune cell infiltration","Lin Z, Zhang J, Wu R, Chen G, Peng J, Li R, Chen S.","Medicine (Baltimore). 2023 Sep 29;102(39):e35311. doi: 10.1097/MD.0000000000035311.","Lin Z","Medicine (Baltimore)",2023,"2023/09/29","PMC10545256","","10.1097/MD.0000000000035311"
"100",37390793,"Metabolic labeling of hyaluronan: Biosynthesis and quantitative analysis of (13)C,(15)N-enriched hyaluronan by NMR and MS-based methods","Xue Y, Ucieklak K, Gohil S, Niedziela T, Nestor G, Sandström C.","Carbohydr Res. 2023 Sep;531:108888. doi: 10.1016/j.carres.2023.108888. Epub 2023 Jun 24.","Xue Y","Carbohydr Res",2023,"2023/06/30","","","10.1016/j.carres.2023.108888"
"101",37723477,"An EMT-related genes signature as a prognostic biomarker for patients with endometrial cancer","Yu Y, Zhang Y, Li Z, Dong Y, Huang H, Yang B, Zhao E, Chen Y, Yang L, Lu J, Qiu F.","BMC Cancer. 2023 Sep 18;23(1):879. doi: 10.1186/s12885-023-11358-4.","Yu Y","BMC Cancer",2023,"2023/09/18","PMC10506329","","10.1186/s12885-023-11358-4"
"102",36994393,"Shared peripheral blood biomarkers for Alzheimer's disease, major depressive disorder, and type 2 diabetes and cognitive risk factor analysis","Zhang Y, Geng R, Liu M, Deng S, Ding J, Zhong H, Tu Q.","Heliyon. 2023 Mar 17;9(3):e14653. doi: 10.1016/j.heliyon.2023.e14653. eCollection 2023 Mar.","Zhang Y","Heliyon",2023,"2023/03/30","PMC10040717","","10.1016/j.heliyon.2023.e14653"
"103",37650419,"A Machine Learning Analysis of Prognostic Genes Associated With Allograft Tolerance After Renal Transplantation","Li Z, Lu Z, Hu C, Zhang Y, Chen Y, Zhang J, Guo F, Wang J, Tang Z, Tang F, He Z.","Cell Transplant. 2023 Jan-Dec;32:9636897231195116. doi: 10.1177/09636897231195116.","Li Z","Cell Transplant",2023,"2023/08/31","PMC10475226","","10.1177/09636897231195116"
"104",38021257,"Comparative analysis of microbial communities and volatile flavor components in the brewing of Hongqu rice wines fermented with different starters","Chen G, Yuan Y, Tang S, Yang Z, Wu Q, Liang Z, Chen S, Li W, Lv X, Ni L.","Curr Res Food Sci. 2023 Oct 30;7:100628. doi: 10.1016/j.crfs.2023.100628. eCollection 2023.","Chen G","Curr Res Food Sci",2023,"2023/11/29","PMC10660030","","10.1016/j.crfs.2023.100628"
"105",38130716,"Bioinformatics-led discovery of liver-specific genes and macrophage infiltration in acute liver injury","Cao Z, Lu P, Li L, Geng Q, Lin L, Yan L, Zhang L, Shi C, Li L, Zhao N, He X, Tan Y, Lu C.","Front Immunol. 2023 Dec 7;14:1287136. doi: 10.3389/fimmu.2023.1287136. eCollection 2023.","Cao Z","Front Immunol",2023,"2023/12/22","PMC10733525","","10.3389/fimmu.2023.1287136"
"106",37986300,"NDUFB11 and NDUFS3 regulate arterial atherosclerosis and venous thrombosis: Potential markers of atherosclerosis and venous thrombosis","Ma YH, Yang Y, Li JH, Yao BC, Chen QL, Wang LQ, Guo ZG, Guo SZ.","Medicine (Baltimore). 2023 Nov 17;102(46):e36133. doi: 10.1097/MD.0000000000036133.","Ma YH","Medicine (Baltimore)",2023,"2023/11/21","PMC10659644","","10.1097/MD.0000000000036133"
"107",37176972,"Cellular Morphology and Transcriptome Comparative Analysis of Astragalus membranaceus Bunge Sprouts Cultured In Vitro under Different LED Light","Seo JW, Lee JG, Yoo JH, Lim JD, Choi IY, Kim MJ, Yu CY, Seong ES.","Plants (Basel). 2023 May 8;12(9):1914. doi: 10.3390/plants12091914.","Seo JW","Plants (Basel)",2023,"2023/05/13","PMC10180632","","10.3390/plants12091914"
"108",37759634,"Using i-GONAD for Cell-Type-Specific and Systematic Analysis of Developmental Transcription Factors In Vivo","Wiegreffe C, Ehricke S, Schmid L, Andratschke J, Britsch S.","Biology (Basel). 2023 Sep 13;12(9):1236. doi: 10.3390/biology12091236.","Wiegreffe C","Biology (Basel)",2023,"2023/09/28","PMC10526018","","10.3390/biology12091236"
"109",37810372,"RNA Sequencing and Related Differential Gene Expression Analysis in a Mouse Model of Emphysema Induced by Tobacco Smoke Combined with Elastin Peptides","Feng X, Deng J, Li X, Zhang H, Wei X, Ma T, Tang S, Zhang J.","Int J Chron Obstruct Pulmon Dis. 2023 Oct 3;18:2147-2161. doi: 10.2147/COPD.S397400. eCollection 2023.","Feng X","Int J Chron Obstruct Pulmon Dis",2023,"2023/10/09","PMC10559798","","10.2147/COPD.S397400"
"110",37864150,"Expression profiles and function prediction of tRNA-derived fragments in glioma","Wei D, Niu B, Zhai B, Liu XB, Yao YL, Liang CC, Wang P.","BMC Cancer. 2023 Oct 20;23(1):1015. doi: 10.1186/s12885-023-11532-8.","Wei D","BMC Cancer",2023,"2023/10/20","PMC10588164","","10.1186/s12885-023-11532-8"
"111",38026241,"Diagnostic Values of METTL1-Related Genes and Immune Characteristics in Systemic Lupus Erythematosus","Liu Y, Zhu E, Lei Y, Luo A, Yan Y, Cai M, Liu S, Huang Y, Guan H, Zhong M, Li W, Lin L, Hultstöm M, Lai E, Zheng Z, Liu X, Tang C.","J Inflamm Res. 2023 Nov 17;16:5367-5383. doi: 10.2147/JIR.S431628. eCollection 2023.","Liu Y","J Inflamm Res",2023,"2023/11/29","PMC10661937","","10.2147/JIR.S431628"
"112",37845761,"Coexpression analysis of lncRNAs and mRNAs identifies potential regulatory long noncoding RNAs involved in the inflammatory effects of lipopolysaccharide on bovine mammary epithelial cells","Xia X, Hou J, Ren P, Liu M, Wang L, Wei X, Teng Z, Kasianenko O, Cheng L, Hu J.","BMC Vet Res. 2023 Oct 17;19(1):209. doi: 10.1186/s12917-023-03780-4.","Xia X","BMC Vet Res",2023,"2023/10/16","PMC10580555","","10.1186/s12917-023-03780-4"
"113",36968607,"Effects of HAR1 on cognitive function in mice and the regulatory network of HAR1 determined by RNA sequencing and applied bioinformatics analysis","Zhang L, Lin S, Huang K, Chen A, Li N, Shen S, Zheng Z, Shi X, Sun J, Kong J, Chen M.","Front Genet. 2023 Mar 8;14:947144. doi: 10.3389/fgene.2023.947144. eCollection 2023.","Zhang L","Front Genet",2023,"2023/03/27","PMC10030831","","10.3389/fgene.2023.947144"
"114",37352403,"Emerging insights into ethnic-specific TP53 germline variants","Fischer NW, Ma YV, Gariépy J.","J Natl Cancer Inst. 2023 Oct 9;115(10):1145-1156. doi: 10.1093/jnci/djad106.","Fischer NW","J Natl Cancer Inst",2023,"2023/06/23","PMC10560603","","10.1093/jnci/djad106"
"115",37684971,"Are Dolphins Kept in Impoverished Environments?","Jaakkola K.","Animals (Basel). 2023 Aug 25;13(17):2707. doi: 10.3390/ani13172707.","Jaakkola K","Animals (Basel)",2023,"2023/09/09","PMC10486360","","10.3390/ani13172707"
"116",37005704,"DNA methylome and transcriptome profiling reveal key electrophysiology and immune dysregulation in hypertrophic cardiomyopathy","Li X, Fan H, Song X, Song B, Liu W, Dong R, Zhang H, Guo S, Liang H, Schrodi SJ, Fu X, Kaushal S, Ren Y, Zhang D.","Epigenetics. 2023 Dec;18(1):2195307. doi: 10.1080/15592294.2023.2195307.","Li X","Epigenetics",2023,"2023/04/03","PMC10072074","","10.1080/15592294.2023.2195307"
"117",38004753,"The Archaeome's Role in Colorectal Cancer: Unveiling the DPANN Group and Investigating Archaeal Functional Signatures","Mathlouthi NEH, Belguith I, Yengui M, Oumarou Hama H, Lagier JC, Ammar Keskes L, Grine G, Gdoura R.","Microorganisms. 2023 Nov 10;11(11):2742. doi: 10.3390/microorganisms11112742.","Mathlouthi NEH","Microorganisms",2023,"2023/11/25","PMC10673094","","10.3390/microorganisms11112742"
"118",36958667,"Methylome changes associated with functional movement/conversion disorder: Influence of biological sex and childhood abuse exposure","Spagnolo PA, Johnson K, Hodgkinson C, Goldman D, Hallett M.","Prog Neuropsychopharmacol Biol Psychiatry. 2023 Jul 13;125:110756. doi: 10.1016/j.pnpbp.2023.110756. Epub 2023 Mar 21.","Spagnolo PA","Prog Neuropsychopharmacol Biol Psychiatry",2023,"2023/03/23","PMC10205664","NIHMS1891868","10.1016/j.pnpbp.2023.110756"
